Generation N dN
149 92.149237724506946 -0.001879168825732358
150 92.1512005286353 -0.0018791688257039363
151 92.153049546485946 -0.0018791688256613037
152 92.154790467276612 -0.0018791688255760386
153 92.156428742411549 -0.0018791688254907735
154 92.157969593632458 -0.0018791688253202432
155 92.159418020919304 -0.0018791688250786587
156 92.160778810147292 -0.0018791688250360261
157 92.162056540515479 -0.0018791688249223393
158 92.163255591749675 -0.0018791688250360261
159 92.164380151093937 -0.0018791688250218153
160 92.165434220093758 -0.0018791688250360261
161 92.166421621181726 -0.001879168825149713
162 92.167346004073252 -0.001879168825149713
163 92.168210851975331 -0.0018791688250786587
164 92.169019487618613 -0.0018791688250076044
165 92.16977507911615 -0.0018791688250928695
166 92.170480645657179 -0.0018791688251070804
167 92.171139063036222 -0.001879168825149713
168 92.171753069028284 -0.0018791688252776106
169 92.17232526861136 -0.0018791688252633998
170 92.172858139039434 -0.001879168825149713
171 92.173354034774178 -0.0018791688251212912
172 92.173815192274603 -0.0018791688254055083
173 92.174243734652833 -0.001879168825533406
174 92.174641676194881 -0.0018791688254481409
175 92.17501092675063 -0.0018791688254765626
176 92.175353296001489 -0.0018791688254197192
177 92.175670497598119 -0.0018791688257039363
178 92.175964153181539 -0.0018791688257749906
179 92.176235796282768 -0.0018791688256470929
180 92.176486876106338 -0.0018791688255760386
181 92.176718761199808 -0.0018791688255476169
182 92.176932743011818 -0.0018791688255191952
183 92.177130039338721 -0.0018791688255191952
184 92.177311797663535 -0.0018791688255902494
185 92.177479098390648 -0.0018791688255191952
186 92.177632957971468 -0.0018791688255476169
187 92.177774331933193 -0.0018791688255476169
188 92.177904117802939 -0.0018791688254481409
189 92.178023157933808 -0.0018791688255049843
190 92.178132242234298 -0.0018791688255191952
191 92.178232110801602 -0.0018791688254623518
192 92.178323456459481 -0.0018791688254481409
193 92.178406927206197 -0.0018791688253486649
194 92.178483128568004 -0.00187916882543393
195 92.178552625869472 -0.0018791688253344541
196 92.178615946409749 -0.001879168825149713
197 92.178673581556637 -0.001879168825149713
198 92.178725988756753 -0.0018791688251355021
199 92.178773593461827 -0.0018791688252491889
200 92.178816790976398 -0.0018791688250644478
201 92.178855948222335 -0.0018791688250076044
202 92.178891405432054 -0.0018791688249365501
203 92.178923477761757 -0.0018791688250928695
204 92.178952456834125 -0.0018791688252349781
205 92.178978612207487 -0.0018791688251781347
206 92.179002192776267 -0.0018791688250076044
207 92.179023428102013 -0.001879168824950761
208 92.179042529680927 -0.0018791688250076044
209 92.179059692146097 -0.0018791688248228633
210 92.179075094406315 -0.0018791688247091765
211 92.179088900726711 -0.0018791688247233873
212 92.179101261749921 -0.0018791688248370741
213 92.179112315463314 -0.0018791688245954896
214 92.179122188107272 -0.0018791688244960136
215 92.179130995036644 -0.0018791688245528571
216 92.179138841528527 -0.0018791688244960136
217 92.179145823541788 -0.0018791688246665439
218 92.179152028433222 -0.0018791688245244353
219 92.179157535623972 -0.0018791688246239113
220 92.179162417230216 -0.0018791688245102245
221 92.179166738645833 -0.0018791688246239113
222 92.179170559092512 -0.0018791688247944416
223 92.179173932130084 -0.0018791688250076044
224 92.179176906131588 -0.0018791688250928695
225 92.179179524726052 -0.0018791688248654959
226 92.179181827208012 -0.0018791688246665439
227 92.179183848920118 -0.0018791688246381222
228 92.179185621604077 -0.0018791688247375982
229 92.179187173727982 -0.0018791688247091765
230 92.179188530786092 -0.0018791688246381222
231 92.179189715575703 -0.0018791688246665439
232 92.179190748453593 -0.0018791688245670679
233 92.179191647568828 -0.0018791688245670679
234 92.179192429078284 -0.0018791688245386462
235 92.179193107343963 -0.0018791688245528571
236 92.179193695110698 -0.0018791688247375982
237 92.179194203674243 -0.001879168824652333
238 92.179194643026335 -0.0018791688248370741
239 92.179195021993735 -0.001879168824950761
240 92.179195348361802 -0.0018791688247802307
241 92.17919562898372 -0.001879168824751809
242 92.179195869884907 -0.0018791688248228633
243 92.179196076353051 -0.0018791688247233873
244 92.179196253020592 -0.001879168824751809
245 92.179196403940495 -0.0018791688245244353
246 92.179196532650693 -0.0018791688244533811
247 92.179196642235482 -0.0018791688245244353
248 92.179196735378909 -0.0018791688247660199
249 92.179196814412762 -0.0018791688248797067
250 92.179196881359488 -0.0018791688248797067
251 92.179196937969067 -0.0018791688247091765
252 92.179196985753578 -0.0018791688247091765
253 92.179197026017832 -0.0018791688246097005
254 92.179197059885126 -0.0018791688243965377
255 92.179197088320066 -0.0018791688245528571
256 92.179197112151257 -0.0018791688245244353
257 92.179197132088035 -0.0018791688244818028
258 92.179197148735128 -0.0018791688247660199
259 92.179197162610436 -0.0018791688247375982
260 92.179197174153472 -0.0018791688247802307
261 92.17919718373814 -0.0018791688248939176
262 92.179197191681624 -0.0018791688249223393
263 92.17919719825224 -0.001879168824950761
264 92.17919720367712 -0.0018791688248939176
265 92.179197208146718 -0.0018791688249933935
266 92.179197211822625 -0.0018791688249365501
267 92.179197214839263 -0.0018791688251212912
268 92.179197217310133 -0.0018791688253202432
269 92.17919721933005 -0.0018791688253912975
270 92.179197220978153 -0.0018791688253344541
271 92.179197222319573 -0.0018791688255476169
272 92.179197223409389 -0.001879168825533406
273 92.179197224293162 -0.0018791688254481409
274 92.179197225008124 -0.0018791688254055083
275 92.179197225585341 -0.0018791688253770866
276 92.179197226050107 -0.0018791688253628758
277 92.179197226424193 -0.0018791688252207672
278 92.179197226723986 -0.0018791688252491889
