Generation N dN
93 91.625562306093514 0.092885485762214226
94 91.656384549135467 0.092885485761958431
95 91.685913279206787 0.092885485762001063
96 91.714199843929293 0.092885485762143172
97 91.741293489058549 0.092885485762086328
98 91.767241458537072 0.092885485761844744
99 91.792089088724993 0.092885485761660003
100 91.815879897192403 0.092885485761660003
101 91.838655666441412 0.092885485761318942
102 91.86045652289458 0.09288548576144684
103 91.881321011453053 0.092885485761304731
104 91.901286165931296 0.092885485761191044
105 91.920387575622129 0.092885485761148412
106 91.938659448256132 0.092885485760992093
107 91.956134669582084 0.092885485760764719
108 91.972844859788239 0.092885485760693665
109 91.988820426968303 0.092885485760494713
110 92.00409061781707 0.092885485760466291
111 92.018683565732303 0.092885485760381026
112 92.032626336487297 0.092885485760210496
113 92.045944971621665 0.09288548576028155
114 92.058664529691711 0.092885485760309972
115 92.070809125513875 0.092885485760267339
116 92.082401967518535 0.092885485760565767
117 92.09346539332941 0.092885485760693665
118 92.104020903673486 0.092885485760864195
119 92.114089194718218 0.092885485761162623
120 92.12369018892467 0.09288548576144684
121 92.132843064504428 0.092885485761745268
122 92.141566283555335 0.092885485761759479
123 92.149877618953994 0.092885485761816322
124 92.157794180065395 0.092885485761844744
125 92.16533243733997 0.092885485761631581
126 92.172508245853734 0.092885485761574738
127 92.179336867848974 0.092885485761631581
128 92.185832994321004 0.092885485761176834
129 92.192010765715509 0.092885485761247888
130 92.197883791758315 0.092885485761333153
131 92.203465170481039 0.092885485761191044
132 92.208767506476207 0.092885485761461051
133 92.213802928412704 0.092885485761532105
134 92.218583105858769 0.092885485761574738
135 92.223119265439976 0.092885485761517894
136 92.227422206366796 0.092885485761418418
137 92.231502315359194 0.092885485761347364
138 92.235369581001564 0.09288548576144684
139 92.239033607549587 0.092885485761361575
140 92.242503628223389 0.092885485761375786
141 92.24578851800122 0.092885485761219466
142 92.24889680594768 0.092885485761404207
143 92.251836687085856 0.09288548576111999
144 92.254616033851747 0.092885485761134201
145 92.257242407131614 0.092885485761233677
146 92.259723066915825 0.092885485761219466
147 92.262064982581634 0.092885485761389996
148 92.264274842818082 0.092885485760977882
149 92.266359065220513 0.092885485760906827
150 92.268323805553734 0.092885485760878406
151 92.270174966713384 0.092885485760693665
152 92.271918207390542 0.092885485760821562
153 92.273558950454884 0.092885485760764719
154 92.275102391068387 0.092885485760508923
155 92.276553504543728 0.092885485760551556
156 92.277917053949352 0.092885485760381026
157 92.27919759748707 0.09288548576028155
158 92.280399495635379 0.092885485760423658
159 92.28152691807675 0.092885485760324182
160 92.282583850419627 0.092885485760409447
161 92.283574100714404 0.092885485760324182
162 92.284501305779415 0.092885485760167863
163 92.285368937339229 0.092885485760153652
164 92.286180307984495 0.092885485760153652
165 92.286938576957894 0.092885485760139441
166 92.287646755774134 0.092885485760423658
167 92.288307713677924 0.092885485760665243
168 92.288924182944854 0.092885485760821562
169 92.289498764033056 0.092885485760693665
170 92.290033930587853 0.092885485760636821
171 92.290532034301464 0.092885485760437869
172 92.290995309638106 0.092885485760352604
173 92.291425878421919 0.092885485760238917
174 92.291825754295971 0.09288548576045208
175 92.292196847050349 0.092885485760324182
176 92.292540966832235 0.092885485760338393
177 92.292859828225957 0.092885485760224706
178 92.293155054221074 0.09288548576012523
179 92.293428180062662 0.092885485760437869
180 92.293680656982886 0.092885485760395237
181 92.293913855829459 0.092885485760324182
182 92.294129070578578 0.092885485760309972
183 92.294327521741664 0.09288548576028155
184 92.294510359670937 0.092885485760807351
185 92.294678667753061 0.092885485760892617
186 92.294833465510706 0.092885485760807351
187 92.294975711599037 0.092885485760963671
188 92.295106306704056 0.092885485760992093
